DIV,WD,County,Station Name,Data Source,DWR Abbrev,USGS Station ID,Station Status,Station Type,Date Time,Variable,Stage,Amount,Units,Flag,More Information,Location,UTM x,UTM y,Location Accuracy
1,4,LARIMER,NORTH FORK BIG THOMPSON RIVER AT DRAKE,NCWCD/Bureau of Reclamation (Station Cooperators),BTNFDRCO,06736000,Active,Stream,04/10/2019 02:30:00 PM,DISCHRG,2.71,28.2,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTNFDRCO&MTYPE=DISCHRG,"(40.433284, -105.339786)",471181,4475904.5,User supplied
1,4,LARIMER,OLYMPUS DAM AT LAKE ESTES,NCWCD/Bureau of Reclamation (Station Cooperators),OLYDAMCO,,Active,Reservoir,04/10/2019 02:00:00 PM,STORAGE,7471.86,2521,AF,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=OLYDAMCO&MTYPE=STORAGE,"(40.375583, -105.487675)",458601.5,4469558.5,
1,4,LARIMER,OLYMPUS TUNNEL (ESTES FOOTHILLS CANAL),NCWCD/Bureau of Reclamation (Station Cooperators),OLYTUNCO,06734900,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,5.84,403,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=OLYTUNCO&MTYPE=DISCHRG,"(40.37382, -105.473856)",459774,4469355.5,
1,4,LARIMER,OSBORNE & CAYWOOD DITCH,Cooperative SDR Program of CDWR & NCWCD,OSCDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.69,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=OSCDITCO&MTYPE=DISCHRG,"(40.277837, -105.090081)",492342,4458599,
1,4,LARIMER,PINEWOOD RESERVOIR,NCWCD/Bureau of Reclamation (Station Cooperators),PINRESCO,,Active,Reservoir,04/10/2019 02:20:00 PM,STORAGE,6573.13,1572,AF,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PINRESCO&MTYPE=STORAGE,"(40.368148, -105.286431)",475682.7,4468658,
1,4,LARIMER,REORGANIZED FARMERS DITCH,Cooperative SDR Program of CDWR & NCWCD,REODITCO,,Active,Diversion,03/12/2019 11:00:00 AM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=REODITCO&MTYPE=DISCHRG,"(40.386044, -105.082578)",492991,4470609,
1,4,LARIMER,ROCKWELL DITCH,Cooperative SDR Program of CDWR & NCWCD,RCWDITCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RCWDITCO&MTYPE=DISCHRG,"(40.295001, -105.059924)",494907,4460502,
1,4,LARIMER,RYANS GULCH EXCHANGE DITCH,Cooperative SDR Program of CDWR & NCWCD,RYADITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.31,2.52,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RYADITCO&MTYPE=DISCHRG,"(40.393055, -105.111207)",490562,4471390,
1,4,LARIMER,SOUTH SIDE DITCH,Cooperative SDR Program of CDWR & NCWCD,SOSDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SOSDITCO&MTYPE=DISCHRG,"(40.417222, -105.191459)",483757,4474084,
1,4,LARIMER,USBR POWER PLANT AT BIG THOMPSON CANYON MOUTH,NCWCD/Bureau of Reclamation (Station Cooperators),BTPPMCCO,,Nof flow at gage,Diversion,04/10/2019 02:30:00 PM,DISCHRG,,0.63,CFS,nf,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTPPMCCO&MTYPE=DISCHRG,"(40.421044, -105.223897)",481007.1,4474514,
1,4,LARIMER,WIND RIVER BYPASS,NCWCD/Bureau of Reclamation (Station Cooperators),WINBYPCO,,"No gage height recorded, gage is closed for winter, seasonal site",Stream,11/04/2018 12:00:00 PM,DISCHRG,0.19,0.37,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WINBYPCO&MTYPE=DISCHRG,"(40.328145, -105.576656)",451014.2,4464338.5,
1,4,LARIMER,WIND RIVER NEAR ESTES PARK,NCWCD/Bureau of Reclamation (Station Cooperators),WINDESCO,,"No gage height recorded, gage is closed for winter, seasonal site",Stream,04/10/2019 02:00:00 PM,DISCHRG,-0.64,0,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WINDESCO&MTYPE=DISCHRG,"(40.327005, -105.581319)",450617.1,4464214,User supplied
1,4,WELD,BEELINE DITCH,Cooperative SDR Program of CDWR & NCWCD,BEEDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BEEDITCO&MTYPE=DISCHRG,"(40.329843, -104.875712)",510558,4464375,
1,4,WELD,BIG THOMPSON AND PLATTE BYPASS STATION,"Cooperative Program of CDWR, NCWCD & LSPWCD",BTPLBPCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTPLBPCO&MTYPE=DISCHRG,"(40.346264, -104.891024)",509255,4466196,
1,4,WELD,BIG THOMPSON AND PLATTE DITCH DIVERSION,"Cooperative Program of CDWR, NCWCD & LSPWCD",BTPLADCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,0.82,23.29,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTPLADCO&MTYPE=DISCHRG,"(40.346245, -104.890141)",509330,4466194,
1,4,WELD,BIG THOMPSON RIVER AT MOUTH NEAR LA SALLE,Co. Division of Water Resources,BIGLASCO,06744000,Active,Stream,04/10/2019 02:30:00 PM,DISCHRG,1.26,37.4,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BIGLASCO&MTYPE=DISCHRG,"(40.35066, -104.783657)",518373,4466699.5,
1,4,WELD,CCWCD BIG T AND PLATTE RIVER DITCH AUG RETURN,Co. Division of Water Resources,CNBTPRCO,,Active,Diversion,04/10/2019 02:30:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CNBTPRCO&MTYPE=DISCHRG,"(40.335267, -104.848422)",512876,4464980,Digitized
1,4,WELD,EVANSTOWN DITCH,Cooperative SDR Program of CDWR & NCWCD,EVADITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.45,5.43,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=EVADITCO&MTYPE=DISCHRG,"(40.350735, -104.783729)",518366,4466709,
1,4,WELD,MINER LONGAN DITCH,Cooperative SDR Program of CDWR & NCWCD,MILDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MILDITCO&MTYPE=DISCHRG,"(40.300519, -104.978302)",501844,4461113,
1,5,,BOULDER CREEK FEEDER CANAL NEAR LYONS,Northern Colorado Water Conservancy District (Station Cooperator),BFCLYOCO,,Active,Diversion,04/10/2019 02:30:00 PM,DISCHRG,0.67,19.6,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BFCLYOCO&MTYPE=DISCHRG,"(4.325182, -105.197598)",478074.5,478074.5,
1,5,BOULDER,BONUS DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",BONDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,1.35,25.69,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BONDITCO&MTYPE=DISCHRG,"(40.153363, -105.088695)",492446,4444783,
1,5,BOULDER,BUTTONROCK (RALPH PRICE) RESERVOIR,Co. Division of Water Resources,BRKDAMCO,,Active,Reservoir,04/10/2019 02:45:00 PM,STORAGE,6373.45,10936,AF,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BRKDAMCO&MTYPE=STORAGE,"(40.216263, -105.365365)",468911.7,4451824,
1,5,BOULDER,CLOUGH AND TRUE DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",CLODITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CLODITCO&MTYPE=DISCHRG,"(40.193758, -105.21039)",482092,4449284,
1,5,BOULDER,DAVIS AND DOWNING DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",DAVDOWCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=DAVDOWCO&MTYPE=DISCHRG,"(40.18188, -105.196775)",483248,4447963,
1,5,BOULDER,DENIO TAYLOR DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",DENTAYCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.33,1,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=DENTAYCO&MTYPE=DISCHRG,"(40.187578, -105.189191)",483895,4448594,
1,5,BOULDER,GOSS DITCH 1,"Cooperative Program of CDWR, NCWCD & SVLHWCD",GODIT1CO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GODIT1CO&MTYPE=DISCHRG,"(40.199321, -105.222639)",481051,4449904,
1,5,BOULDER,HAGER MEADOWS DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",HGRMDWCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,0.42,1.83,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HGRMDWCO&MTYPE=DISCHRG,"(40.174844, -105.167873)",485707,4447177,
1,5,BOULDER,"HIGHLAND DITCH AT LYONS, CO",Co. Division of Water Resources,HIGHLDCO,,Active,Diversion,04/10/2019 02:30:00 PM,DISCHRG,0.88,48.2,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HIGHLDCO&MTYPE=DISCHRG,"(40.215043, -105.256017)",478215.6,4451655.5,
1,5,BOULDER,JAMES DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",JAMDITCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,0,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=JAMDITCO&MTYPE=DISCHRG,"(40.188579, -105.209282)",482185,4448709,
1,5,BOULDER,"LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO",U.S. Geological Survey (Data Provider),LEFTHOCO,06724970,Active,Stream,04/10/2019 02:10:00 PM,DISCHRG,,8.14,CFS,,http://waterdata.usgs.gov/nwis/uv?06724970,"(40.134278, -105.130819)",488855,4442669,
1,5,BOULDER,"LEFT HAND CREEK NEAR BOULDER, CO.",Co. Division of Water Resources,LEFCRECO,06724500,"No gage height recorded, gage is closed for winter, seasonal site",Stream,04/10/2019 02:15:00 PM,DISCHRG,0.55,17.4,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LEFCRECO&MTYPE=DISCHRG,"(40.126389, -105.304404)",474065.2,4441829,User supplied
1,5,BOULDER,LEFT HAND DIVERSION NEAR WARD,Co. Division of Water Resources,LEFTHDCO,,"No gage height recorded, gage is closed for winter, seasonal site",Diversion,10/18/2018 11:30:00 AM,DISCHRG,1.28,10.8,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LEFTHDCO&MTYPE=DISCHRG,"(40.091391, -105.50848)",456655,4438024,User supplied
1,5,BOULDER,LONGMONT SUPPLY DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",LONSUPCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LONSUPCO&MTYPE=DISCHRG,"(40.204193, -105.218777)",481381,4450444,
1,5,BOULDER,MIDDLE SAINT VRAIN AT PEACEFUL VALLEY,Co. Division of Water Resources,MIDSTECO,,"No gage height recorded, gage is closed for winter, seasonal site",Stream,10/18/2018 11:30:00 AM,DISCHRG,2.46,9.13,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MIDSTECO&MTYPE=DISCHRG,"(40.129806, -105.517111)",455944.3,4442292.5,User supplied
1,5,BOULDER,NIWOT DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",NIWDITCO,,Active,Diversion,04/10/2019 01:30:00 PM,DISCHRG,0.15,0.42,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NIWDITCO&MTYPE=DISCHRG,"(40.17395, -105.169374)",485579,4447078,
1,5,BOULDER,NORTH SAINT VRAIN CREEK BELOW BUTTONROCK  (RALPH PRICE) RESERVOIR,Co. Division of Water Resources,NSVBBRCO,,Active,Stream,04/07/2019 11:45:00 AM,DISCHRG,0.38,25,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NSVBBRCO&MTYPE=DISCHRG,"(40.215658, -105.363422)",469076,4451757,
1,5,BOULDER,NORTHWEST MUTUAL DITCH,Cooperative SDR Program of CDWR & NCWCD,NORMUTCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.04,0.03,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NORMUTCO&MTYPE=DISCHRG,"(40.172925, -105.167622)",485728,4446964,
1,5,BOULDER,OLIGARCHY DITCH DIVERSION,"Cooperative Program of CDWR, NCWCD & SVLHWCD",OLIDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=OLIDITCO&MTYPE=DISCHRG,"(40.196422, -105.206592)",482416,4449579,
1,5,BOULDER,PALMERTON DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",PALDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.05,0.27,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PALDITCO&MTYPE=DISCHRG,"(40.212505, -105.251826)",478571,4451374,
1,5,BOULDER,PECK PELLA CLOVER DITCH,Cooperative SDR Program of CDWR & NCWCD,PCKPELCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.08,0.43,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PCKPELCO&MTYPE=DISCHRG,"(40.17708, -105.178567)",484797,4447427,
1,5,BOULDER,ROUGH AND READY DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",ROUREACO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ROUREACO&MTYPE=DISCHRG,"(40.212658, -105.251826)",478571,4451391,
1,5,BOULDER,RUNYON DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",RUNYONCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.01,0.03,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RUNYONCO&MTYPE=DISCHRG,"(40.187524, -105.189132)",483900,4448588,
1,5,BOULDER,"SAINT VRAIN CREEK AT HYGIENE, CO",Co. Division of Water Resources,SVCHGICO,,Active,Stream,04/10/2019 02:45:00 PM,DISCHRG,1.77,7.07,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCHGICO&MTYPE=DISCHRG,"(40.177423, -105.178145)",484833,4447465,
1,5,BOULDER,"SAINT VRAIN CREEK AT LYONS, CO",Co. Division of Water Resources,SVCLYOCO,06724000,Active,Stream,04/10/2019 02:15:00 PM,DISCHRG,3.29,72.2,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCLYOCO&MTYPE=DISCHRG,"(40.220702, -105.26349)",477581.8,4452286.5,
1,5,BOULDER,"SAINT VRAIN CREEK BELOW KEN PRATT BLVD AT LONGMONT, CO",Co. Division of Water Resources,SVCLOPCO,,Active,Stream,04/10/2019 02:30:00 PM,DISCHRG,3.91,59.2,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCLOPCO&MTYPE=DISCHRG,"(40.153341, -105.075695)",493553.2,4444779.5,
1,5,BOULDER,"SAINT VRAIN SUPPLY CANAL NEAR LYONS, CO",Northern Colorado Water Conservancy District (Station Cooperator),SVSLYOCO,,Active,Diversion,04/10/2019 02:30:00 PM,DISCHRG,0.52,19,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVSLYOCO&MTYPE=DISCHRG,"(40.218335, -105.25811)",478038.7,4452022.5,User supplied
1,5,BOULDER,SMEAD DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",SMEDITCO,,Active,Diversion,04/10/2019 01:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SMEDITCO&MTYPE=DISCHRG,"(40.211389, -105.250952)",478645,4451250,
1,5,BOULDER,SOUTH FLAT DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",SFLDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.03,0.05,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SFLDITCO&MTYPE=DISCHRG,"(40.170998, -105.160876)",486302,4446749,
1,5,BOULDER,SOUTH SAINT VRAIN NEAR WARD,Co. Division of Water Resources,SSVWARCO,06722500,"No gage height recorded, gage is closed for winter, seasonal site",Stream,10/18/2018 11:30:00 AM,DISCHRG,1.64,7.27,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SSVWARCO&MTYPE=DISCHRG,"(40.09082, -105.514442)",456145.5,4437964.2,
1,5,BOULDER,SUPPLY DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",SUPDITCO,,Active,Diversion,04/10/2019 01:45:00 PM,DISCHRG,0.16,2.1,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SUPDITCO&MTYPE=DISCHRG,"(40.219046, -105.259795)",477895,4452102,
1,5,BOULDER,SWEDE DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",SWEDITCO,,Active,Diversion,04/10/2019 01:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SWEDITCO&MTYPE=DISCHRG,"(40.211083, -105.250927)",478647,4451216,
1,5,BOULDER,TRUE AND WEBSTER DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",TRUDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.04,0.03,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=TRUDITCO&MTYPE=DISCHRG,"(40.193019, -105.210388)",482092,4449202,
1,5,BOULDER,WEBSTER MCCASLIN DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",WEBDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,2.85,30.04,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WEBDITCO&MTYPE=DISCHRG,"(40.19328, -105.210424)",482089,4449231,
1,5,BOULDER,ZWECK AND TURNER DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",ZWETURCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.47,4.86,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ZWETURCO&MTYPE=DISCHRG,"(40.185033, -105.185789)",484184,4448311,
1,5,UNKNOWN,SOUTH BRANCH ST. VRAIN CREEK,"Cooperative Program of CDWR, NCWCD & SVLHWCD",SBRSTVCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.07,0.45,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SBRSTVCO&MTYPE=DISCHRG,"(40.1946, -105.2298)",480440,4449382,
1,5,WELD,LAST CHANCE DITCH,"Cooperative Program of CDWR, NCWCD & SVLHWCD",LASDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.57,11.38,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LASDITCO&MTYPE=DISCHRG,"(40.168396, -104.980047)",501699,4446448,
1,5,WELD,RURAL DITCH TAIL RETURN TO ST. VRAIN CREEK,Cooperative SDR Program of CDWR & NCWCD,RUTAILCO,,Active,Diversion,04/10/2019 12:45:00 PM,DISCHRG,0.26,2.52,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RUTAILCO&MTYPE=DISCHRG,"(40.175145, -104.951528)",504127,4447198,
1,5,WELD,"SAINT VRAIN CREEK AT MOUTH NEAR PLATTEVILLE, CO",Co. Division of Water Resources,SVCPLACO,06731000,Active,Stream,04/10/2019 02:30:00 PM,DISCHRG,1.19,115,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCPLACO&MTYPE=DISCHRG,"(40.257716, -104.879876)",510215.8,4456368.5,
1,5,WELD,"ST. VRAIN CREEK BELOW BOULDER CREEK AT HWY 119 NEAR LONGMONT, CO",U.S. Geological Survey (Data Provider),SVCBBCCO,06730525,Active,Stream,04/10/2019 02:15:00 PM,DISCHRG,,84.5,CFS,,http://waterdata.usgs.gov/nwis/uv?06730525,"(40.160347, -105.007828)",499333,4445554,
1,5,WELD,UNION RESERVOIR,Cooperative SDR Program of CDWR & NCWCD,UNIRESCO,,Active,Reservoir,04/10/2019 01:45:00 PM,STORAGE,24.9,10553,AF,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=UNIRESCO&MTYPE=STORAGE,"(40.172678, -105.04463)",496200,4446924,
1,5,WELD,UNION RESERVOIR,Cooperative SDR Program of CDWR & NCWCD,UNIRESCO,,Active,Stream,04/10/2019 02:00:00 PM,DISCHRG,0.3,5.74,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=UNIRESCO&MTYPE=DISCHRG,"(40.172678, -105.04463)",496200,4446924,
1,6,,BOULDER CREEK NEAR ORODELL,Co. Division of Water Resources,BOCOROCO,06727000,Active,Stream,04/10/2019 11:15:00 AM,DISCHRG,2.07,-999,CFS,Ice,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOCOROCO&MTYPE=DISCHRG,"(4.26834, -105.254187)",471763,4428517,
1,6,BOULDER,"BOULDER CREEK AT 109 ST NEAR ERIE, CO",Co. Division of Water Resources,BOC109CO,,Active,Stream,04/10/2019 02:45:00 PM,DISCHRG,2.31,33.8,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOC109CO&MTYPE=DISCHRG,"(40.059809, -105.097872)",491653,4434400,
1,6,BOULDER,BOULDER CREEK AT NORTH 75TH STREET NEAR BOULDER,U.S. Geological Survey (Data Provider),BOCNORCO,06730200,Active,Stream,04/10/2019 02:15:00 PM,DISCHRG,,17.4,CFS,,http://waterdata.usgs.gov/nwis/uv?06730200,"(40.051652, -105.178875)",484742.7,4433505.4,User supplied
1,6,BOULDER,BOULDER CREEK SUPPLY CANAL TO BOULDER CREEK NEAR BOULDER,Northern Colorado Water Conservancy District (Data Provider),BCSCBCCO,ES1917,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,0.01,0.03,CFS,,http://www.northernwater.org/WaterProjects/WaterData.aspxEastSlopeWaterData.aspx,"(40.053035, -105.193048)",483534.2,4433661.5,User supplied
1,6,BOULDER,BOULDER RESERVOIR,Northern Colorado Water Conservancy District (Data Provider),BOURESCO,ER1914,Active,Reservoir,04/10/2019 02:45:00 PM,STORAGE,,6772,AF,,http://www.northernwater.org/WaterProjects/WaterData.aspxEastSlopeWaterData.aspx,"(40.07856, -105.220497)",481200,4436500,User supplied
1,6,BOULDER,BOULDER RESERVOIR INLET,Northern Colorado Water Conservancy District (Data Provider),BFCINFCO,ES1916,Active,Stream,04/10/2019 02:00:00 PM,DISCHRG,1.14,14,CFS,,http://www.northernwater.org/WaterProjects/WaterData.aspxEastSlopeWaterData.aspx,"(40.086278, -105.217519)",481456,4437356,User supplied
1,6,BOULDER,DRY CREEK CARRIER,"Cooperative Program of CDWR, NCWCD & LSPWCD",DRYCARCO,,Active,Diversion,04/10/2019 01:00:00 PM,DISCHRG,0.18,2.53,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=DRYCARCO&MTYPE=DISCHRG,"(39.986169, -105.218677)",481330,4426245,
1,6,BOULDER,"FOUR MILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO",U.S. Geological Survey (Data Provider),FRMLMRCO,06727410,Active,Stream,09/30/1999 12:00:00 AM,DISCHRG,,,,,http://waterdata.usgs.gov/nwis/uv?06727410,"(40.042028, -105.364917)",468869.8,4432485.7,
1,6,BOULDER,"FOURMILE CREEK AT ORODELL, CO.",U.S. Geological Survey (Data Provider),FOUOROCO,06727500,Active,Stream,04/10/2019 02:50:00 PM,DISCHRG,,7.39,CFS,,http://waterdata.usgs.gov/nwis/uv?06727500,"(40.018667, -105.32625)",472158.9,4429880,User supplied
1,6,BOULDER,GROSS RESERVOIR ,Co. Division of Water Resources,GROSRECO,,Active,Reservoir,04/10/2019 02:30:00 PM,STORAGE,7207.98,17830,AF,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GROSRECO&MTYPE=STORAGE,"(39.947704, -105.357308)",469477,4422014,
1,6,BOULDER,LEGGETT DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",LEGDITCO,,Active,Diversion,04/10/2019 02:00:00 PM,DISCHRG,,0,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LEGDITCO&MTYPE=DISCHRG,"(40.053661, -105.151143)",487108.6,4433724,
1,6,BOULDER,MIDDLE BOULDER CREEK AT NEDERLAND,Co. Division of Water Resources,BOCMIDCO,06725500,Active,Stream,04/10/2019 02:15:00 PM,DISCHRG,0.98,23,CFS,,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOCMIDCO&MTYPE=DISCHRG,"(39.961655, -105.50444)",456916.9,4423623.1,User supplied
1,6,BOULDER,SOUTH BOULDER CREEK ABOVE GROSS RESERVOIR AT PINECLIFFE,Co. Division of Water Resources,BOCPINCO,,"No gage height recorded, gage is closed for winter, seasonal site",Stream,11/14/2018 01:45:00 PM,DISCHRG,0.71,61,CFS,Ssn,http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOCPINCO&MTYPE=DISCHRG,"(39.931659, -105.422985)",463859.2,4420257,
